timestamp,x_raw,y_raw,x_norm,y_norm,angle_raw,angle_rel,palm_size
0.0306292999885045,0.11555616557598114,0.3972194492816925,-2.413949656672178,-0.5405228751409538,-110.01965030518828,-14.236497027385838,0.15378383907294313
0.06406559998868033,0.11611897498369217,0.39774926006793976,-2.4106162462598277,-0.5373849091310485,-109.86608944554798,-14.082936167745515,0.15317017491356105
0.09299999999348074,0.11673556516567866,0.3970797657966614,-2.406964302805034,-0.5413501931940223,-109.50754574217272,-13.724392464370283,0.1546262548138796
0.12606919999234378,0.11748347617685795,0.3966296538710594,-2.402534571677553,-0.5440161183881781,-109.6907327655919,-13.907579487789462,0.153758427640807
0.1568513999809511,0.117756387591362,0.39659214615821836,-2.4009181705685934,-0.5442382692598849,-109.5179258599376,-13.73477258213515,0.15407481129583225
0.20430809998651966,0.11830633282661437,0.39692504405975343,-2.3976609521420773,-0.5422665798815219,-109.50428488545701,-13.72113160765457,0.15409285264103662
0.23719859999255277,0.11869063824415207,0.3971009492874146,-2.3953847860673974,-0.5412247275076298,-109.11832355604635,-13.33517027824388,0.1542266508817326
0.2690295999927912,0.11897103786468506,0.3980060636997223,-2.3937240337738186,-0.5358639112792271,-109.0967978752888,-13.313644597486359,0.1535033761574763
0.30090149998432025,0.11908278912305832,0.3988105595111847,-2.3930621528543616,-0.5310990394098535,-108.72158940335225,-12.9384361255498,0.1543071662944031
0.33301099998061545,0.11944028884172439,0.3994822144508362,-2.390944751708811,-0.5271209581292889,-109.12122586348384,-13.338072585681402,0.15464120143453944
0.36468599998624995,0.12021061182022094,0.39981569051742555,-2.386382278867718,-0.5251458443920123,-108.65578460859213,-12.872631330789659,0.15376082379034925
0.3964636999880895,0.12151802331209183,0.400026798248291,-2.3786387354576077,-0.5238954944537327,-108.08377649510756,-12.300623217305088,0.1547514574613301
0.4287503999948967,0.12325194925069809,0.40014442801475525,-2.368369030120766,-0.5231987962767621,-107.892640049249,-12.10948677144654,0.15623907584076505
0.4612982999824453,0.12583689987659455,0.4001888811588287,-2.3530588714529865,-0.5229355089697519,-107.12455929135834,-11.341406013555883,0.15673873554050088
0.49242510000476614,0.12947760671377181,0.4001317203044891,-2.331495674546382,-0.5232740615675299,-107.22606426858562,-11.442910990783162,0.156334059462549
0.5245084000052884,0.1337266743183136,0.39983310699462893,-2.306329275403615,-0.5250426899925641,-106.8518395988995,-11.068686321097061,0.15671466658712346
0.5740531999908853,0.13861706852912903,0.39917396306991576,-2.277364423786919,-0.5289466709704452,-105.7991588301178,-10.016005552315335,0.15889616327613124
0.6071361000067554,0.14441939890384675,0.3978179931640625,-2.242998352036903,-0.5369778164009882,-105.35052882202127,-9.567375544218805,0.16166782699040938
0.6400240999937523,0.1508417934179306,0.39585665464401243,-2.2049597612597185,-0.548594442127749,-105.06411973349317,-9.280966455690702,0.16331961422305535
0.6707912999845576,0.15850305259227754,0.39299520254135134,-2.1595836165940705,-0.5655422651434402,-105.49162114621971,-9.708467868417245,0.1644595036460393
0.7033112999924924,0.16848573088645935,0.38945924043655394,-2.1004581590003415,-0.5864850794182506,-104.91904368632673,-9.13589040852429,0.16446299999659744
0.7337322999956086,0.18015730679035186,0.38532041311264037,-2.0313296900843603,-0.6109985468682078,-104.06368082977181,-8.280527551969357,0.16332930579459742
0.766457799996715,0.19249137938022615,0.38117305040359495,-1.9582773824390645,-0.6355625677404817,-103.24941728774704,-7.466264009944581,0.16609789983134343
0.7983210999809671,0.20628722608089448,0.3778627157211304,-1.8765672716819788,-0.6551690347748028,-102.86968399709116,-7.086530719288703,0.16970075135312596
0.8316332999966107,0.21976635754108428,0.375292694568634,-1.796733003556335,-0.6703907690818649,-101.74393577979608,-5.960782501993606,0.17147982380653917
0.8629085999855306,0.23332879543304444,0.3740184009075165,-1.7164053276743994,-0.677938162036146,-99.93836112330135,-4.155207845498893,0.17514652138246828
0.8947129999869503,0.24738665521144867,0.3735430955886841,-1.6331433645325977,-0.6807533027874088,-98.5911858392016,-2.808032561399159,0.17673121426503063
0.9412308000028133,0.2625915229320526,0.3733982861042023,-1.5430878969376147,-0.6816109811360028,-97.00129917078897,-1.218145892986513,0.17752084506202295
0.9743482999911066,0.277708911895752,0.37287036776542665,-1.4535505489673752,-0.6847377385484322,-96.20696656285551,-0.4238132850530576,0.17799931273351283
1.0066742000053637,0.2947533965110779,0.37366482615470886,-1.3525993891050192,-0.6800323163740178,-95.28790732302043,0.49524595478203537,0.18122182575345738
1.03866009999183,0.31204880475997926,0.3739237666130066,-1.250162057474023,-0.6784986625152828,-93.68346876833178,2.099684509470677,0.18708019788577224
1.0705925000074785,0.3299128293991089,0.3742794990539551,-1.1443569218051932,-0.6763917286111548,-92.43182424061644,3.3513290371860194,0.1847041114281253
1.1048850000079256,0.3481281042098999,0.37592231631278994,-1.0364713998394852,-0.6666616422246088,-90.95318819179141,4.829965086011043,0.18732054321785796
