trial_id,condition,timestamp,tracking,x_raw,y_raw,x_norm,y_norm,angle_raw,angle_rel,palm_size,path_error,angle_error,speed,nearest_reference_index,reference_progress
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.029139099991880357,1,0.1394708901643753,0.4837645888328552,0.006611265319486929,0.022819237126599338,-101.98560575674017,2.335976930216475,0.09434471150314104,0.07428173804087844,7.551451171512554,0.0,0,0.0
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.06231110000226181,1,0.13954193890094757,0.4840126037597656,0.0069644983208687495,0.0240522929309196,-101.98650615739916,2.335076529557483,0.09392781361223612,0.07392251126278385,7.550550770853562,0.03868623012923598,0,0.0
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.09345329999632668,1,0.13912059366703033,0.4853159785270691,0.0056857079305195546,0.028783303725433668,-102.03771568352246,2.2838670034341817,0.09513388982039507,0.07536599451726315,7.49934124473026,0.09802798316819,0,0.0
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.12562940000498202,1,0.13910233974456787,0.4851645231246948,0.005000936222478551,0.030772313713080295,-102.06166703994505,2.25991564701161,0.09459134785608021,0.07620554340497585,7.475389888307689,0.08714224683728959,0,0.0
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.15762749999703374,1,0.13918998837471008,0.48523592948913574,0.004764378274342474,0.03210772411360644,-102.05231205199692,2.2692706349597245,0.09510947477247367,0.07657451770310279,7.484744876255803,0.07595647564088537,0,0.0
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.1894787999917753,1,0.13911586999893188,0.4852662682533264,0.004058356776194665,0.0350940839246176,-101.95684471950534,2.3647379674513047,0.09516454619847409,0.07765435776003388,7.580212208747383,0.08002727209996235,0,0.0
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.22284509999735747,1,0.13835327327251434,0.48665857315063477,0.0016944812291956855,0.040356070299564735,-102.13310301470794,2.188479672248718,0.09445155485861981,0.08090482704360166,7.403953913544797,0.10686642453675917,0,0.0
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.25367849999747705,1,0.13864955306053162,0.48545223474502563,0.0007577322017896941,0.04062704031337598,-102.15355215298239,2.1680305339742745,0.09464947754783896,0.08187723879142324,7.383504775270353,0.08171778075927782,0,0.0
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.286755399996764,1,0.13865509629249573,0.48481106758117676,-0.00013169190085084956,0.03992413034753901,-102.11225527199507,2.2093274149615922,0.09496812996009889,0.08260777418350876,7.424801656257671,0.07550073386217396,0,0.0
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.3353573999920627,1,0.1395074725151062,0.4861728847026825,0.0004996824554782649,0.04178743442982833,-102.39068177186034,1.930900915096288,0.09492060659593488,0.08237541413998949,7.1463751563923665,0.0751213650866769,0,0.0
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.3655214000027627,1,0.14109870791435242,0.48343342542648315,0.0044429125361722275,0.03814249657999914,-102.5282810652386,1.793301621718058,0.09412701829152476,0.07777806341019476,7.008775863014137,0.09141984897506081,0,0.0
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.39740750000055414,1,0.14250102639198303,0.48255759477615356,0.01269146615761796,0.029986962957827077,-102.2981398337591,2.023442853197537,0.09536049073555838,0.06847545698324646,7.238917094493615,0.12962862580502543,0,0.0
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.42968040000414476,1,0.14316686987876892,0.4816371500492096,0.021674963710881304,0.02239998037294559,-101.72689964657336,2.594683040383302,0.09607127720065306,0.0592280819173529,7.8101572816793805,0.19615484556641344,0,0.0
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.46606819999578875,1,0.1455547958612442,0.48111122846603394,0.035396258162460816,0.015042184367988178,-102.13772190413998,2.18386078281668,0.09616364271730178,0.046325093973018615,7.399335024112759,0.27486332081246456,0,0.0
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.49354769999627024,1,0.14729437232017517,0.48105382919311523,0.050881909968844875,0.004862021121620418,-101.86948062369322,2.4521020632634247,0.09465015257617113,0.03390836963996549,7.563202015296952,0.4016221729897181,2,0.02564102564102564
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.5261787000054028,1,0.14965857565402985,0.48089319467544556,0.06790474763770198,-0.00018968493639628508,-101.87462952290947,2.4469531640471587,0.09615808172805969,0.0220936541878163,7.558053116080714,0.47489795306496435,2,0.02564102564102564
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.5576059000013629,1,0.15283259749412537,0.4775870442390442,0.0884509363271375,-0.010074519316004824,-101.83230682599604,2.4892758609606176,0.0949071516307321,0.021205516471644315,7.827640987084976,0.5472071477016552,6,0.07692307692307693
C_angle_wrong_20260903_154349_770521,C - ANGLE WRONG,0.5891603000054602,1,0.15433697402477264,0.4769502580165863,0.11066469889969036,-0.019395247704480006,-101.49024023000435,2.8313424569523136,0.09541261815107537,0.015216250023157815,7.912349997100421,0.6274721866551541,8,0.10256410256410256
